id,nombre,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,gmaps_longitud,gmaps_latitud,,
1784,Universidad Pedagógica Nacional (UPN) U-203 Ixtepec ,20,Oaxaca,14,Ciudad Ixtepec,1,Ciudad Ixtepec,"Km 12.900 Carr. Juchitán-Ixtepec,  Apartado postal 2",,70110,-95.10935,16.55875,,
3366,Instituto Bernal Díaz del Castillo,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,1,Heroica Ciudad de Huajuapan de León,Jiménez 9,Col. Centro,69000,-97.77726,17.8047,,
2236,Centro Universitario Luis Donaldo Colosio Murrieta,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,1,Heroica Ciudad de Huajuapan de León,Km 2.0 Carr. A Tehuacán,,69000,-97.75301,17.82114,,
3374,Escuela Normal Experimental de Huajuapan,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,1,Heroica Ciudad de Huajuapan de León,Venustiano Carranza 37,Barrio San Isidro Oriente,69000,-97.76978,17.81151,,
109,Universidad Tecnológica de la Mixteca,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,1,Heroica Ciudad de Huajuapan de León,Carr. a Acatlima Km 2.5 ,Ciudad Universitaria,69000,-97.80536,17.82698,,
1089,Universidad de la Sierra Juárez,20,Oaxaca,42,Ixtlán de Juárez,1,Ixtlán de Juárez,Av. Universidad s/n,,68725,-96.48339,17.31694,,
1818,"Universidad Interamericana para el Desarrollo, Sede Juchitán",20,Oaxaca,43,Heroica Ciudad de Juchitán de Zaragoza,1,Heroica Ciudad de Juchitán de Zaragoza,Av. Efraín R. Gómez esq. 5 de Septiembre s/n,Centro,70000,-95.02283,16.43385,,
3390,Instituto Metropolitano de Ciencias Aplicadas,20,Oaxaca,43,Heroica Ciudad de Juchitán de Zaragoza,1,Heroica Ciudad de Juchitán de Zaragoza,"Reforma 26, Tercera Secc.",,70000,-95.02139,16.43331,,
3388,Instituto de Estudios Superiores del Istmo de Tehuantepec,20,Oaxaca,43,Heroica Ciudad de Juchitán de Zaragoza,1,Heroica Ciudad de Juchitán de Zaragoza,Carr. Transistmica km 259.5 Canal 33,,70000,-95.03658,16.43437,,
3403,Instituto Tecnológico del Istmo (ITI),20,Oaxaca,43,Heroica Ciudad de Juchitán de Zaragoza,1,Heroica Ciudad de Juchitán de Zaragoza,Carr. Panamericana km 821,,70000,-95.02139,16.43331,,
1155,"Universidad del Papaloapan, Campus Loma Bonita",20,Oaxaca,44,Loma Bonita,1,Loma Bonita,Av. Ferrocarril s/n,Cd. Universitaria,68400,-95.89614,18.10017,,
1086,Universidad de la Sierra Sur,20,Oaxaca,59,Miahuatlán de Porfirio Díaz,1,Miahuatlán de Porfirio Díaz,Guillermo Rojas Mijangos s/n  esq. Av. Universidad,Ciudad Universitaria,70800,-96.58007,16.3448,,
3393,"IPN Centro de Educación Continua CEC, Unidad Oaxaca",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Hornos 1003,Col. Santa Cruz Xoxocotlán,71230,-96.72031,17.02745,,
466,Universidad Mesoamericana,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,García Vigil 202,Centro Histórico,68000,-96.72513,17.06314,,
3410,"Universidad del Mar, Campus Oaxaca-Centro de Capacitación Turística (CECAT)",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Pino Suárez 509,Col. Centro,68000,-96.71977,17.06584,,
1152,Facultad de Idiomas ,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Av. Universidad s/n,Ex Hacienda de 5 Señores,68120,-96.71347,17.04555,,
105,Universidad Autónoma Benito Juárez de Oaxaca (UABJO),20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Av. Universidad s/n,Ex-Hacienda 5 Señores,68120,-96.71246,17.05035,,
3370,Escuela Normal de Educación Especial de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Av. Ejército Mexicano 113-A,Dolores,68020,-96.69827,17.08672,,
3392,"Instituto para el Desarrollo y Actualización de Profesionales, Sede Oaxaca",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Periférico 119 Altos 3,Col. José Vasconcelos,68050,-96.71267,17.05879,,
3387,Instituto de Estudios Superiores de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Río Papaloapan 200,Santa Rosa,68039,-96.75226,17.09241,,
3372,Escuela Normal de Educación Preescolar de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Calle Libramiento a Xoxocotlán 401,Col. Santa Anita Agencia San Juan Chapaultepc,,-96.72917,17.04305,,
1024,Universidad José Vasconcelos de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Manuel Sabino Crespo 601,Centro,68000,-96.72765,17.06813,,
1084,"Universidad IEU, Campus Oaxaca",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Calz. Porfirio Díaz 901,Reforma,68080,-96.71922,17.08104,,
3389,Instituto de Investigaciones Sociales y Humanas,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Santa Cruz 202,Fracc. Las Palmas,68150,-96.73576,17.05351,,
2230,Centro de Formación Humanista y Psicoterapia GESTALT,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Calz. Niños Héroes de Chapultepec 321 ,Barrio Xochimilco,68000,-96.72538,17.0725,,
1085,"Universidad Regional del Sureste, Campus Alemán",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Eulalio Gutiérrez  1002,Col. Miguel Alemán,68120,-96.72861,17.04873,,
3391,Instituto Multidisciplinario de Especialización,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Calz. Porfirio Díaz 112,Col. Reforma,68050,-96.71927,17.07359,,
2360,Colegio Superior de México,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Primera Privada de Linderos 105 ,Col. El Arenal Cinco Señores,68120,-96.71319,17.04467,,
3398,Instituto Tecnológico de Oaxaca (ITO),20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Av. Ing. Víctor Bravo Ahuja 125,Centro,68030,-96.746,17.08073,,
1087,Instituto de Estudios Superiores del Golfo de México,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Enrique Pestalozzi 311,Del Maestro,68010,-96.75108,17.10437,,
3394,"IPN, Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Hornos 1003,Santa Cruz Xoxocotlán,71230,-96.72172,17.02731,,
2231,"Centro de Investigaciones y Estudios Superiores en Antropología Social (CIESAS), Unidad Pacífico Sur",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,"Dr. Federico Armengol 201, Frac. La Luz de la Resolana",Reforma,68050,-96.72076,17.07687,,
1120,"Instituto Universitario de Estudios Especiales Siglo XXI, A.C.",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Victoriano González 266,Col. Del Maestro,68010,-96.74902,17.10419,,
3412,"Universidad Mundo Maya (UMMA), Campus Oaxaca",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Constitución 519,Centro,68000,-96.71767,17.06495,,
276,Colegio Antonio de León,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,3ª privada de Rocío 108,Fracc. Lomas del Crestón,68050,-96.72021,17.08569,,
570,"Instituto Tecnológico de la Construcción (ITC), Plantel Oaxaca",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Campeche 105 ,San Felipe del Agua,68020,-96.71269,17.09319,,
2232,Centro Regional de Educación Normal de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Calz. San Felipe del Agua 208,Reforma,68020,-96.71757,17.08703,,
2228,"Centro de Desarrollo Humano y Psicoterapia GESTALT, S.C. ",20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Jazmines 104,Col. Reforma,68050,-96.71426,17.07106,,
3406,Instituto Universitario de Oaxaca,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez,Victoriano González 266,Col. Del Maestro,68010,-96.74864,17.10375,,
3379,Escuela Normal Experimental Presidente Lázaro Cárdenas,20,Oaxaca,73,Putla Villa de Guerrero,1,Putla Villa de Guerrero,Tamaulipas s/n,Barrio La Cienega,71000,-97.93469,17.02715,,
3400,Instituto Tecnológico de Salina Cruz,20,Oaxaca,79,Salina Cruz,1,Salina Cruz,Carr. a San Antonio Monterrey km. 1.7,,70701,-95.20443,16.23964,,
156,Centro Universitario Salina Cruz,20,Oaxaca,79,Salina Cruz,1,Salina Cruz,Guaymas 35,Centro,70600,-95.19424,16.17785,,
3386,Escuela Judicial de Oaxaca,20,Oaxaca,115,San Bartolo Coyotepec,1,San Bartolo Coyotepec,Centro administrativo del Poder Ejecutivo y Judicial ,Agencia de Policía Reyes Mantecón,,-96.72212,16.90975,,
2235,"Universidad Madero, Campus Papaloapan",20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Av. Tecnológico 999,San Bartolo,68446,-96.10095,18.09043,,
3402,Instituto Tecnológico de Tuxtepec (ITTUXTEPEC),20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Av. Dr. Víctor Bravo Ahuja s/n,5 de Mayo,68350,-96.14737,18.09335,,
1819,"Universidad Interamericana para el Desarrollo (UNID), Campu Tuxtepec ",20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Av. Independencia 1026,Col. La Piragua,68310,-96.13519,18.08327,,
1817,"Universidad del Papaloapan, Campus Tuxtepec ",20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Circuito Central 200,Parque Industrial,68301,-96.17153,18.01428,,
1783,Universidad Pedagógica Nacional (UPN) U-202 Tuxtepec ,20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,"Domicilio conocido, Playa del Mono",Col. Adolfo López Mateos II,68300,-96.16654,18.05342,,
3395,Instituto Tecnológico Agropecuario no. 3 de Tuxtepec,20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Av. Tecnológico 21,San Bartolo Tuxtepec,,-96.1346,18.09432,,
2359,Universidad Hispano,20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,Jazmines 58 ,Col. Las Flores,68373,-96.14629,18.08964,,
3381,Escuela Normal Experimental Presidente Venustiano Carranza,20,Oaxaca,185,San Juan Cacahuatepec,1,San Juan Cacahuatepec,Independencia 1 ,Barrio Del Carmen,71610,-98.15196,16.61479,,
1559,Instituto Superior Intercultural Ayuuk,20,Oaxaca,190,San Juan Cotzocón,1,San Juan Cotzocón,Domicilio conocido,Jaltepec de Candayoc Mixe,70212,-95.79488,17.16497,,
2234,Centro Superior de Estudios Tecnológicos de Teposcolula,20,Oaxaca,221,San Juan Teposcolula,1,San Juan Teposcolula,Venustiano Carranza 13 ,Centro,69500,-97.47542,17.49608,,
3405,Instituto Tecnológico Superior de San Miguel El Grande,20,Oaxaca,269,San Miguel el Grande,1,San Miguel el Grande,"Km. 1.2, Carr. a la Comunidad de Morelos s/n",,71140,-97.62305,17.05406,,
3414,Universidad Tecnológica de los Valles Centrales de Oaxaca,20,Oaxaca,295,San Pablo Huixtepec,1,San Pablo Huixtepec,Av. Universidad s/n,,71270,-96.79806,16.81941,,
3396,Instituto Tecnológico de Comitancillo,20,Oaxaca,305,San Pedro Comitancillo,1,San Pedro Comitancillo,Carr. Ixtaltepec Comitancillo km. 7.5,,70750,-95.1425,16.48963,,
1154,"Universidad del Mar, Campus Puerto Escondido",20,Oaxaca,319,San Pedro Mixtepec,1,San Pedro Mixtepec Distrito 26,Carr. Vía Sola de Vega-Puerto Escondido,,71980,-97.07566,15.8901,,
1816,"Universidad del Mar,  Campus Puerto Ángel",20,Oaxaca,324,San Pedro Pochutla,1,San Pedro Pochutla,"Ciudad Universitaria, Puerto Ángel",Distrito de San Pedro Pochutla,70902,-96.48736,15.66645,,
107,"Universidad del Mar, Campus Puerto Ángel",20,Oaxaca,324,San Pedro Pochutla,25,Puerto Ángel,Km. 1.5 Carr. a Zipolite s/n,"Ciudad Universitaria, Puerto Ángel",70902,-96.48747,15.66502,,
2233,Centro Regional de Educación Normal de Río Grande ,20,Oaxaca,332,San Pedro Topiltepec,1,San Pedro Topiltepec,Carr. Costera Pinotepa Nacional Puerto Escondido Km 92,,71830,-97.04899,15.84931,,
1088,Universidad Anáhuac Oaxaca,20,Oaxaca,342,San Raymundo Jalpan,1,San Raymundo Jalpan,Blvd. Guadalupe Hinojosa de Murat  1100,Col. Pueblo de Culiapan de Guerrero,71248,-96.75174,16.99631,,
3413,"Universidad Regional del Sureste, Campus El Rosario",20,Oaxaca,350,San Sebastián Tutla,1,San Sebastián Tutla,Libramiento Sur 100 esq. Hornos ,Ex-Hacienda El Rosario,(951) 514 1410,-96.6934,17.04955,,
1782,Universidad Pedagógica Nacional (UPN) Unidad 201 Oaxaca,20,Oaxaca,385,Santa Cruz Xoxocotlán,1,Santa Cruz Xoxocotlán,Camino a las Zanjitas s/n,Col. Noche Buena,71230,-96.72462,17.0258,,
3404,Instituto Tecnológico del Valle de Oaxaca,20,Oaxaca,385,Santa Cruz Xoxocotlán,1,Santa Cruz Xoxocotlán,Ex-Hacienda de Nazareno s/n,,71230,-96.7662,17.02071,,
3384,Escuela Normal Superior Federal de Oaxaca,20,Oaxaca,385,Santa Cruz Xoxocotlán,1,Santa Cruz Xoxocotlán,Hornos 1001,Col. Noche Buena,71230,-96.73417,17.02728,,
3401,Instituto Tecnológico de Tlaxiaco,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,1,Heroica Ciudad de Tlaxiaco,"Blvrd. Tecnológico km. 2.5, Llano Yosovee",,C.P. 69800,-97.692,17.25024,,
1156,Centro Universitario Casandoo,20,Oaxaca,399,Santa María Atzompa,1,Santa María Atzompa,Carr. a Atzompa 9,Col. Oaxaca,71220,-96.76366,17.08666,,
2503,"Universidad del Mar,  Campus Huatulco ",20,Oaxaca,413,Santa María Huatulco,1,Santa María Huatulco,Carr. Fed. Km. 250,Bahías de Huatulco,70989,-96.16063,15.78023,,
3399,Instituto Tecnológico de Pinotepa ,20,Oaxaca,482,Santiago Pinotepa Nacional,1,Santiago Pinotepa Nacional,Av. Tecnológico s/n,Col. Dispensario,71600,-98.04235,16.34975,,
3397,"Instituto Tecnológico del Valle de Etla, ",20,Oaxaca,483,Santiago Suchilquitongo,1,Santiago Suchilquitongo,"Abasolo s/n, Paraje Cañada Grande",Barrio Agua Buena,,-96.87361,17.24713,,
1121,Universidad del Istmo,20,Oaxaca,515,Santo Domingo Tehuantepec,1,Santo Domingo Tehuantepec,Ciudad Universitaria s/n,"Barrio Santa Cruz, 4ta. sección",70760,-95.24072,16.28888,,
3383,Escuela Normal Rural Vanguardia,20,Oaxaca,540,Villa de Tamazulápam del Progreso,1,Villa de Tamazulápam del Progreso,Carr. V Tamazulapan-San Pedro Teposcolula,,69510,-97.56525,17.67005,,
3409,Universidad de la Cañada,20,Oaxaca,545,Teotitlán de Flores Magón,1,Teotitlán de Flores Magón,Carr. Teotitlán-San Antonio Nanahuatipán km. 1.7 s/n,Paraje Titlacuatitla,68540,-97.09154,18.13624,,
3367,Escuela Normal Bilingüe e Intercultural de Oaxaca,20,Oaxaca,550,San Jerónimo Tlacochahuaya,1,San Jerónimo Tlacochahuaya,Camino a la Granja s/n,Paraje Danibelo,70460,-96.58083,17.00887,,
1753,Centro Regional Universitario Sur (CRUS),20,Oaxaca,570,Zimatlán de Álvarez,1,Zimatlán de Álvarez,Colón 2 esq. Camino Cosechero,Barrio Expiración,71200,-96.77569,16.869,,
2631,Instituto Profesional en Terapia y Humanidades ,21,Puebla,0,,0,,Periférico Ecológico 4,San Francisco Totimehuacan,72960,-98.19735,18.97032,,
2628,Colegio Minimalista de Ciencias Penales,21,Puebla,0,,0,,5 Sur 310,Centro,72000,-98.20228,19.0446,,
2625,Escuela Superior de Ciencias y Humanidades,21,Puebla,0,,0,,Blvrd.  5 de Mayo 208,Xanenetla,72400,-98.19104,19.05252,,
2627,Instituto de Estudios Superiores Isima,21,Puebla,0,,0,,Blvd. Luis Sanchez Ponton  607,San Baltazar Campeche,72550,-98.20296,19.02567,,
2633,Universidad del desarrollo del Estado de Puebla ,21,Puebla,0,,0,,13 Pte. 2904 ,La Paz,72160,-98.22226,19.05072,,
2630,Tecnológico de Monterrey campus Puebla,21,Puebla,0,,0,,Vía Atlixcáyotl 2301,"Reserva Territorial Atlixcáyotl,",72453,-98.24135,19.01828,,
3868,Universidad Pedagógica Nacional,21,Puebla,3,Acatlán,1,Acatlán de Osorio,Carretera Acatlán-San Juan Ixcaquixtla km 3,,74949,-98.03946,18.22197,,
1000,Escuela Normal Profr. Dario Rodríguez Cruz,21,Puebla,3,Acatlán,1,Acatlán de Osorio,Profesora Guadalupe Gálvez Caloca Lb Del Maestro,San Miguel,74949,-98.0428,18.22039,,
853,"Universidad de Puebla, Plantel Acatlán",21,Puebla,3,Acatlán,1,Acatlán de Osorio,Fray Bartolomé de las Casas 8,Barrio San Miguel,74949,-98.0486,18.19573,,
910,Instituto Tecnológico Superior de Acatlán de Osorio,21,Puebla,3,Acatlán,1,Acatlán de Osorio,Carr. Acatlán- San Juán Ixcaquixtla Km. 5.5,Unidad Tecnológica Acatlán,74949,-98.03952,18.22509,,
3866,Centro de Estudios Universitarios del Sur 20 de noviembre,21,Puebla,3,Acatlán,1,Acatlán de Osorio,Av. Matamoros 1,San Antonio,74949,-98.0479,18.20719,,
3867,Instituto de Educación a Distancia,21,Puebla,3,Acatlán,1,Acatlán de Osorio,Vicente Guerrero 3,Barrio de San José,74949,-98.04833,18.2023,,
1822,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Centro, Campus Acatzingo ",21,Puebla,4,Acatzingo,1,Acatzingo de Hidalgo,Carr. Acatzingo-Nopalucan km 3.6,Apipilolco,75150,18.98169,18.98169,,
2635,Universidad Interserrana del Estado de Puebla Ahuacatlán,21,Puebla,6,Ahuacatlán,6,Tlayehualancingo (San Andrés),Los Llanos Km 1,San Andres Tlayehualancingo,73330,-97.82328,20.01544,,
2621,Universidad Politécnica de Amozoc,21,Puebla,15,Amozoc,1,Amozoc de Mota,Av. Ampliación Luis Oropeza 5202,San Andrés las Vegas,72980,-98.04464,19.06705,,
3424,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Mixteca, Campus Atlixco",21,Puebla,19,Atlixco,1,Atlixco,"Dom. Conocido, San Félix Hidalgo s/n",,,-98.40696,18.90877,,
1833,"Universidad Interamericana para el Desarrollo (UNID), Sede Atlixco",21,Puebla,19,Atlixco,1,Atlixco,Calle Independencia 907 y 909 ,Col. Alvaro Obregón,74260,-98.43921,18.90229,,
924,Instituto Tecnológico Superior de Atlixco,21,Puebla,19,Atlixco,1,Atlixco,Prol. Heliotropo 1201,Vista Hermosa,74218,-98.42215,18.92148,,
894,Universidad Escuela de Estudios Profesionales de Atlixco,21,Puebla,19,Atlixco,1,Atlixco,3 Sur 303,Centro,74200,-98.43328,18.90816,,
3426,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Nororiental, Campus Cuetzalan",21,Puebla,43,Cuetzalan del Progreso,1,Ciudad de Cuetzalan,Carmen Serdán esq. Pinolaco s/n,Centro,,-97.52536,20.02095,,
2400,"Universidad de Puebla, Plantel Cuetzalan",21,Puebla,43,Cuetzalan del Progreso,1,Ciudad de Cuetzalan,Calzada Guadalupe,Centro,73560,-97.52315,20.01724,,
2614,Centro de Capacitación Femenil Sabina Bolañoz de Diaz Ordaz,21,Puebla,45,Chalchicomula de Sesma,0,,5 oriente nº101,Centro,75520,-97.446,18.9871,,
952,Instituto Tecnológico Superior de Ciudad Serdán,21,Puebla,45,Chalchicomula de Sesma,1,Ciudad Serdán," Instituto Tecnológico, Col. la Gloria s/n.",La Gloria,75250,-97.45808,19.00381,,
3428,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Mixteca, Campus Chiautla de Tapia",21,Puebla,47,Chiautla,1,Ciudad de Chiautla de Tapia,Av. Universidad 1,,,-98.61328,18.32228,,
996,Escuela Normal Profesor Luis Casarrubias Ibarra,21,Puebla,47,Chiautla,1,Ciudad de Chiautla de Tapia,Plazuela Mariano Antonio Tapia s/n,Chiautla de Tapia ,74730,-98.89657,19.56116,,
1820,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Norte, Campus Chignahuapan ",21,Puebla,53,Chignahuapan,1,Ciudad de Chignahuapan,Av. Universidad s/n,Barrio Teoconchila,73300,-98.03404,19.85021,,
1001,Escuela Normal Profr. Fidel Meza y Sánchez,21,Puebla,71,Huauchinango,1,Huauchinango,Lic. Melquiades Morales Flores s/n,Barrio de San Juan,73160,-98.05183,20.17998,,
955,Instituto Tecnológico Superior de Huauchinango,21,Puebla,71,Huauchinango,1,Huauchinango,Av. Tecnológico 80,5 de Octubre,73173,-98.04271,20.16171,,
3425,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Norte, Campus Huauchinango",21,Puebla,71,Huauchinango,1,Huauchinango,"Carr. Huauchinango-Nuevo Necaxa, Vía Cuautlita",,,-98.02661,20.18571,,
1186,Universidad Intercultural del Estado de Puebla,21,Puebla,72,Huehuetla,1,Huehuetla,Calle Principal a Lipuntahuaca s/n,Lipuntahuaca,73475,-97.62919,20.08231,,
1008,Escuela Normal Licenciado Adolfo López Mateos,21,Puebla,74,Huejotzingo,1,Huejotzingo,Av. Ignacio Allende 514,Cuarto Barrio,74160,-98.40002,19.16587,,
98,Universidad Tecnológica de Huejotzingo,21,Puebla,74,Huejotzingo,1,Huejotzingo,Real San Mateo s/n,Santa Ana Xalmimilulco,74169,-98.39074,19.20862,,
997,Escuela Normal Profesor Jesús Merino Nieto,21,Puebla,82,Ixcaquixtla,1,San Juan Ixcaquixtla,Carret. Puebla-Ixcaquixtla s/n Km. 119,San Juan Ixcaquixtla ,74900,-97.8381,18.46773,,
2242,Universidad Internacional Siglo XXI,21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros,Prol. Centenario ,Col:Centro,74400,-98.46469,18.60795,,
911,Universidad Tecnológica de Izúcar de Matamoros,21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros,Prol. Reforma 168,Barrio de Santiago Mihuacán,74420,-98.45064,18.61981,,
917,Instituto Mixteco de Educación Integral ,21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros,Aquiles Serdán 11,Centro,74400,-98.4683,18.60361,,
3437,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Mixteca, Sede Izúcar de Matamoros",21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros,Carr. Atlixco - Izúcar de Matamoros 141,San Martín Alchichica,74570,-98.46965,18.63565,,
936,Universidad de Puebla  (Plantel Izúcar de Matamoros),21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros,Carretera a Oaxaca 73,San Miguel,74400,-98.45755,18.59144,,
2606,Universidad Politécnica de Puebla,21,Puebla,90,Juan C. Bonilla,1,Cuanalá,Tercer carril del ejido serrano s/n,San Mateo Cuanalá,72640,-98.32898,19.10909,,
2397,"Universidad de Puebla, Plantel Libres",21,Puebla,94,Libres,1,Ciudad de Libres,Colón 498,Centro,,-97.68811,19.46374,,
1823,"Benemérita Universidad Autónoma de Puebla (BUAP) Complejo Regional Nororiental, Campus Libres",21,Puebla,94,Libres,1,Ciudad de Libres,"Av. 5 de Mayo s/n, esq. 16 de Septiembre",Centro,73780,-97.68727,19.46487,,
954,Instituto Tecnológico Superior de Libres,21,Puebla,94,Libres,1,Ciudad de Libres,Camino Real s/n,Barrio de Tetela,73780,-97.67517,19.45953,,
957,Instituto de Estudios Superiores del Estado,21,Puebla,103,Nicolás Bravo,1,Nicolás Bravo,K.M. 6.5 Carret.  Fed. Tehuacán-Orizaba s/n  ,Santa Ana Nicolás Bravo,75837,-97.41905,18.54592,,
835,"Instituto Universitario Puebla, S.C.",21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,16 de Septiembre 1909,Col. El Carmen,72500,-98.20297,19.03712,,
951,Escuela Superior de Danza Folklórica Mexicana ,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,3 Pte. 1707,Centro ,72000,-98.21144,19.04992,,
3333,Centro Integral de Estudios Superiores CIES,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,25 Ote. 221 esq. 4 Sur,El Carmen,72530,-98.20162,19.03376,,
3448,"Centro de Estudios de Posgrado (CEP), Campus Puebla",21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,Calle 43 Oriente 18-b esq. 2 Sur,Col. Huexotitla,72534,-98.20707,19.02686,,
958,Instituto Macuil Xóchitl A.C.,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,2 Ote. 2603,Santa Bárbara,72370,-98.18179,19.03673,,
888,"Universidad de Oriente, Plantel Puebla",21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,21 Ote. 1816,Azcárate,72510,-98.1904,19.03032,,
1828,Universidad UNILIDER ,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,15 Sur 1106 ,Barrio de Santiago,72000,-98.21136,19.0452,,
345,Benemérita Universidad Autónoma de Puebla (BUAP),21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,"4 Sur 104, Edif. Carolino",Centro Histórico,72000,-98.19556,19.04211,,
2403,Universidad Angelópolis  A.C.,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,3 Ote. 1603,Analco,72000,-98.18822,19.03807,,
990,Escuela Palafoxiana de Derecho,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,13 Sur 1508,Santiago,72300,-98.21062,19.04317,,
806,Universidad Mesoamericana Campus Centro,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,3 B Sur 4902 ,Residencial Boulevares,72440,-98.2134,19.02463,,
875,Universidad AngloHispanoMexicana,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,15 Sur 307,Zona Esmeralda,72000,-98.20989,19.04821,,
878,Instituto Tecnológico de Puebla,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,Av. Tecnológico 420,Maravillas,72220,-98.16868,19.06856,,
978,Instituto para Formación y Desarrollo Volkswagen S.C.,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,"Autopista México-Puebla Km 116, Nave 40 ","San Lorenzo Almecatla, Cuautlancingo ",72700,-98.58215,19.33496,,
921,Escuela  de Estudios de Posgrado en Educación Integral,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,19 Ote. 407 ,El Carmen,72530,-98.19908,19.03572,,
866,Benemérito Conservatorio de Música del Estado de Puebla,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,Av. Juárez  1301,Centro,72000,-98.20888,19.0465,,
979,"Colegio Puebla, A.C.",21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,26 a Pte. 3315,Valle Dorado,72160,-98.2132,19.06828,,
1016,Colegio Esparza Campus Centro ,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza,13 Pte. 111,Centro Histórico,72000,-98.20241,19.04039,,
