comp_cine_id,comp_cine_nombre,comp_cine_npantallas,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,comp_cine_calle_numero,comp_cine_colonia,comp_cine_cp,gmaps_longitud,gmaps_latitud
1,Cinépolis Altaria,10,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. a Zacatecas Norte 849,Col. Trojes de Alonso,20116,-102.28993,21.92495
879,Cinépolis Espacio Aguascalientes,8,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Principal s/n,Ejido Ojo Caliente,20198,-102.26224,21.88064
5,Cinépolis Sur Aguascalientes,12,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. José María Chávez 1809 ,Fracc. Prados de Villasunción,20280,-102.29296,21.85234
2,Cinemex Expoplaza Aguascalientes,10,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Rayón esq. Rincón s/n,Centro,20000,-102.30676,21.87624
4,Cinemex Aguacalientes,10,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Independencia 2351 ,Col. Trojes de Alonso,20130,-102.2975,21.92364
3,Cinépolis VIP Altaria,10,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. Zacatecas Nte. 849,Col. Trojes de Alonso,20116,-102.2893,21.92435
425,Cinemas Kristal,7,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Adolfo López Mateos Ote. 1001 ,Col. San Luis,20250,-102.28096,21.87822
663,Sala Alternativa Auditorium,1,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Héroe de Nacozari Sur 902,U. H. IV Centenario,20260,-102.28145,21.87208
880,Cinépolis Velaria Mall,7,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. de los Maestros 2615,Fracc. Nueva España,20200,-102.3169,21.85846
6,Cinépolis Aguascalientes,14,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Aguascalientes 1601 Pte. esq. Canal Interceptor,Fracc. Fundición,20230,-102.31516,21.9039
667,Intercinemas Calvillo,2,1,Aguascalientes,3,Calvillo,1,Calvillo,Av. Benito Juárez 209,Centro,20800,-102.71682,21.84705
7,Cinépolis Plaza Marina,11,2,Baja California,1,Ensenada,1,Ensenada,Blvd. Costero 656,Zona Centro,22800,-116.62716,31.86146
8,Cinépolis Macroplaza del Mar,12,2,Baja California,1,Ensenada,1,Ensenada,"Av. Pedro Loyola ext. 612, loc. 1-B Mz. 54",Col. Carlos Pacheco,22830,-116.60306,31.82138
11,Cinépolis Galerias del Valle Mexicali,12,2,Baja California,2,Mexicali,1,Mexicali,Calz. Lázaro Cárdenas 2200,Col. El Porvenir,21220,-115.50729,32.62192
9,Cinemex Mundo Divertido Mexicali,7,2,Baja California,2,Mexicali,1,Mexicali,Blvd. Adolfo López Mateos 856,Col. Zona Industrial,21150,-115.47793,32.65586
13,Cinépolis Nuevo Mexicali,12,2,Baja California,2,Mexicali,1,Mexicali,Prol. calle novena s/n,Col. Nuevo Mexicali,21399,-115.38608,32.61299
15,Cinépolis Plaza Centenario,12,2,Baja California,2,Mexicali,1,Mexicali,"Blvd. Lázaro Cárdenas 2139, local 1",Fracc. Residencia esq. Benito Juárez,21280,-115.44296,32.62488
10,Cinépolis Plaza San Pedro Mexicali,12,2,Baja California,2,Mexicali,1,Mexicali,"Calz. Cetys 1801, int. 1",Col. Rivera,21259,-115.41321,32.65544
14,Cinemex Mexicali,14,2,Baja California,2,Mexicali,1,Mexicali,Blvd. Lázaro Cárdenas 2000,Col. Plutarco Elías Calles ,21376,-115.40682,32.62326
12,Cinépolis  Mexicali Centro Cívico,11,2,Baja California,2,Mexicali,1,Mexicali,Av. de los Héroes y Libertad s/n,Centro Cívico,21000,-115.47209,32.64539
18,Cinépolis Tecate,7,2,Baja California,3,Tecate,1,Tecate,"Blvd. Nuevo León 700, local 40",Col. El Pedregal,21460,-116.63424,32.56601
26,Cinépolis Carrousel,12,2,Baja California,4,Tijuana,1,Tijuana,Blvd. Gustavo Díaz Ordaz 15602,Fracc. Las Brisas,22610,-116.95962,32.4981
20,Cinemex Mundo Divertido Tijuana,6,2,Baja California,4,Tijuana,1,Tijuana,Vía Rápida Poniente 15035 ,Fracc. San José 2a. etapa,22610,-116.9568,32.50401
24,Cinépolis Plaza Río Tijuana,14,2,Baja California,4,Tijuana,1,Tijuana,Av. Paseo de los héroes 9550 local C-2 Altos,Zona Río,22320,-117.01817,32.52681
582,Oasis Cinemex,9,2,Baja California,4,Tijuana,1,Tijuana,Av. Baja California 23911,Fracc. Real de San Francisco,22235,-116.85394,32.48582
544,Cinemex Pacífico ,8,2,Baja California,4,Tijuana,1,Tijuana,Libramiento Oriente 7501,Parque Industrial Pacifico,22643,-116.99374,32.47482
29,Cinépolis Playa Tijuana,8,2,Baja California,4,Tijuana,1,Tijuana,"Paseo Ensenada 502, int. 36",Sección Coronado,22505,-117.11353,32.53172
798,Cinépolis Galerías Hipódromo,8,2,Baja California,4,Tijuana,1,Tijuana,Calle Agua Caliente 11999,Hipodromo Agua Caliente,22024,-116.99298,32.5084
25,Cinemex Macroplaza Tijuana,9,2,Baja California,4,Tijuana,1,Tijuana,Blvd. Insurgentes 18015,Rio Tijuana 3a. Etapa,22226,-116.93345,32.49381
23,Cinépolis Plaza Monarca,14,2,Baja California,4,Tijuana,1,Tijuana,Blvd. Manuel J. Clouthier 18561,Fracc. Lago Sur,22550,-116.93323,32.49268
911,"Cineteca del Centro Cultural Tijuana, Sala Carlos Monsiváis",1,2,Baja California,4,Tijuana,1,Tijuana,Paseos de los Héroes 9350 ,Zona Urbana Río Tijuana,22010,-117.02328,32.52978
801,Gran Cinema,1,2,Baja California,4,Tijuana,1,Tijuana,Emiliano Zapata 8012,Centro,22000,-117.03551,32.53184
27,Cinépolis Paseo 2000,10,2,Baja California,4,Tijuana,1,Tijuana,Corredor Tijuana - Rosarito 26135,Col. Francisco Villa,22235,-116.85202,32.49241
28,Cinépolis Plaza Americana Otay,10,2,Baja California,4,Tijuana,1,Tijuana,Calz. Tecnológico 2100-64,Col. Otay Constituyentes,22457,-116.95079,32.5346
505,Cinépolis La Pajarita,5,2,Baja California,4,Tijuana,1,Tijuana,"Calle Oriente 7002, Santa Fe I",Portico de San Antonio,22420,-117.03567,32.44462
795,Cinemex Pavilion Zona Río,7,2,Baja California,4,Tijuana,1,Tijuana,Paseo de los Héroes 9111,Zona Urbana Rio Tijuana,22010,-117.02651,32.53039
21,Cinemex Loma Bonita,8,2,Baja California,4,Tijuana,1,Tijuana,Blvd. Agua Azul 7200,Col. Loma Bonita Norte,22180,-117.05216,32.4834
22,Cinemex Plaza Minarete,10,2,Baja California,4,Tijuana,1,Tijuana,Blvd. Sánchez Taboada 4555,Col. Zona del Río,22320,-117.00806,32.51606
799,Cinépolis VIP Galerías Hipódromo,4,2,Baja California,4,Tijuana,1,Tijuana,Agua Caliente núm. 11999 ,Col. Hipódromo de Agua Caliente,22024,-116.99297,32.50841
19,Cinépolis Vip Plaza Río,5,2,Baja California,4,Tijuana,1,Tijuana,"Av. Paseo de los Héroes 9550, local 133",Col. Zona del Río,22320,-117.01885,32.52676
16,Cinépolis Pabellón Rosarito,10,2,Baja California,5,Playas de Rosarito,1,Playas de Rosarito,Blvd. Benito Juárez 300,Col. Reforma,22710,-117.05845,32.37693
30,Cinépolis La Paz,15,3,Baja California Sur,3,La Paz,1,La Paz,Blvd. Forjadores de Sudcalifornia 4215,Fracc. Ex Base Aérea ,23081,-110.31195,24.1263
587,Cinépolis Paseo La Paz,5,3,Baja California Sur,3,La Paz,1,La Paz,Gral. Agustin Olachea Aviles  1515 Local F ,San Antonio el Zacatal,23090,-110.33695,24.11678
584,Cinemex La Paz,7,3,Baja California Sur,3,La Paz,1,La Paz,"Av. Constituyentes 1975,Plaza Punto La Paz",Col. Algodón,23090,-110.33383,24.13962
804,Cinemex Platino La Paz,3,3,Baja California Sur,3,La Paz,1,La Paz,Av. Constituyentes 1975 núm. 4120,Col. Capullo,23090,-110.33385,24.13958
805,Cinépolis Shoppes,8,3,Baja California Sur,3,La Paz,1,La Paz,"Calz. Gral. Agustín Olachea núm. 8010, Int. SA-02",Col. El Zacatal,23088,-110.34002,24.11445
32,Cinépolis Patio Los Cabos,10,3,Baja California Sur,8,Los Cabos,1,San José del Cabo,Av. Las Brisas 2404,Col. Brisas del Pacífico,23473,-109.93422,22.90478
31,Cinépolis Cabo,8,3,Baja California Sur,8,Los Cabos,1,San José del Cabo,Blvd. Mauricio Castro 1738,Col. Club de Golf Fonatur,23400,-109.70173,23.05329
585,Cinemex Cabo San Lucas,10,3,Baja California Sur,8,Los Cabos,54,Cabo San Lucas,Blvd Lázaro Cárrdenas 17,El Medano Ejidal Marina,23450,-109.91004,22.88696
803,Cinemex Puerto Paraíso Platino ,4,3,Baja California Sur,8,Los Cabos,54,Cabo San Lucas,Blvd. Lázaro Cárdenas s/n,Col. El Emdano,23410,-109.91002,22.88695
437,Cinépolis VIP Galerías Campeche,3,4,Campeche,2,Campeche,1,San Francisco de Campeche,Av. Pedro Sainz de Baranda 139,Col. Campeche,24000,-90.52371,19.85666
436,Cinépolis Galerías Campeche,11,4,Campeche,2,Campeche,1,San Francisco de Campeche,Av. Pedro Sainz de Baranda 139,Col. San Francisco de Campeche,24000,-90.52289,19.85672
790,Cinépolis Zentralia,7,4,Campeche,3,Carmen,1,Ciudad del Carmen,Av. Corregidora 26,Col. Aeropuerto,24199,-91.80785,18.6523
791,Cinépolis Zentralia VIP Ciudad del Carmen,3,4,Campeche,3,Carmen,1,Ciudad del Carmen,Av. Corregidora 26,Col. Aeropuerto,24199,-91.80747,18.65187
500,Cinemex Palmira,10,4,Campeche,3,Carmen,1,Ciudad del Carmen,Carr. Puerto Real Km 2.5,Col. Palmiras,24154,-91.79091,18.65736
33,Cinemex Cd. del Carmen Platino,6,4,Campeche,3,Carmen,1,Ciudad del Carmen,Predio Urbano s/n local 35 esq. Av. Periférica Nte. y Av. Concordia,Col. Asa Pte.,24197,-91.81298,18.65056
761,Cine Atlantis,1,4,Campeche,4,Champotón,1,Champotón,Calle 5,Col. la Playa,24400,-90.7308,19.34479
59,Cinépolis Ciudad Acuña,8,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,Lib. Emilio Mendoza Cisneros 2000,Col. Aeropuerto,26230,-100.9767,29.32671
61,Cinemex Monclova,8,5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Av. Huemac esq. Av. Brasil,Col. Anahuac,25750,-101.43744,26.90041
691,Río Cinemas Azteca,4,5,Coahuila de Zaragoza,18,Monclova,1,Monclova,Cuauhtémoc 311,Col. El Pueblo,25730,-101.41786,26.90799
680,Río Cinemas Tecnológico,4,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,Paseo de la Música s/n,Col. Tecnológico,26080,-100.55931,28.68999
490,Cine Gemelos Cavisa,2,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,Emiliano Carranza 1806,Col. Buena Vista Norte,26040,-100.53467,28.69445
881,Cinemex Plaza Inova Piedras Negras,4,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,"Manuel Pérez Treviño 2700, Lt. 1 Mz. 24",Col. Tecnológico,26001,-100.55821,28.68759
654,Cinemex Ramos Arizpe,6,5,Coahuila de Zaragoza,27,Ramos Arizpe,1,Ramos Arizpe,Blvd. Plan de Guadalupe 1200,Col. Fidel Velázquez Pte.,25903,-100.94411,25.54865
672,Río Cinemas Sabinas,4,5,Coahuila de Zaragoza,28,Sabinas,1,Sabinas,Cuauhtémoc 1661,Col. Fundadores,26740,-101.12345,27.86732
771,Cinemex Galerías Saltillo Platino ,4,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Blvd. Nazario Ortiz Garza s/n esq. Dr. Lázaro de Benavides,Col. Villa Olímpica Nte.,25230,-100.98039,25.45752
65,Cinépolis Sendero Saltillo,12,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"Blvd. Jesús Valdez Sánchez 365, Ancla 3",Col. Ex hacienda de los Cerritos ,25010,-100.96048,25.44495
62,Cinépolis VIP Sendero Saltillo,4,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"Blvd. Jesús Valdéz Sánchez 365, Ancla 3",Col. Ex Hacienda de los Cerros ,25010,-100.96045,25.44496
900,Cinépolis Sendero Saltillo Sur,10,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Carr. Saltillo Zacatecas esq. Blvd. Emilio Arizpe 403,Col. Froylán Mier Narro Amp.,25080,-101.01285,25.37847
63,Cinemex Plaza Real Saltillo,6,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Veracruz 851,Col. República Norte,25280,-100.98378,25.44345
651,Río Cinemas Alameda 6,6,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Alvaro Obregón 685 local 4,Centro,25000,-101.00692,25.42396
676,Cinemex Galerías Saltillo,5,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Blvd. Nazario Ortiz Garza s/n esq. Dr. Lázaro de Benavides,Col. Villa Olímpica Nte.,25230,-100.98039,25.45752
66,Cinépolis La Nogalera,14,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Perif. Luis Echeverría Álvarez 1474,Col. Lourdes,25070,-100.99602,25.38693
777,Cinemex Periférico Sur,10,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"Perif. Luis Echeverría Álvarez 1511, letra B Polígono 1",Col. Saltillo,25070,-100.99458,25.39098
688,Cinemex Mirasierra,10,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Bvld. Fundadores 7540,Fracc. Ciudad Mirasierra,25016,-100.92215,25.43223
650,Cine Olimpia,1,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Ignacio Allende 303,Centro,25000,-100.99721,25.43089
499,Cine Palacio,1,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Guadalupe Victoria s/n,Centro,25000,-101.00378,25.423
716,Río Cinemas Chapultepec,2,5,Coahuila de Zaragoza,32,San Juan de Sabinas,14,Nueva Rosita,Lopez Mateos s/n esq. Monterrey ,Col. Nuevo León,26830,-101.21783,27.93727
715,Cine Teatro Hércules,1,5,Coahuila de Zaragoza,34,Sierra Mojada,1,Sierra Mojada,Av. del Olimpo s/n,Col. Hércules,27600,-103.7908,28.04192
72,Cinemex Torreón,10,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Carr. Torreón-Matamoros Ote. 5000,Col. Provitec,27270,-103.3954,25.53488
661,Citicinemas Torreón,10,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Gral. Pedro Verona Rodríguez Triana 1950,La Merced II,27276,-103.39679,25.50813
793,Cinépolis Vip Cuatro Caminos,4,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Independencia 1300 Ote.,Col. Navarro,27010,-103.43315,25.5596
70,Cinépolis Cuatro Caminos,9,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Independencia 1300 Ote.,Col. Navarro,27010,-103.43315,25.5596
878,Cinépolis VIP Galerías Laguna,6,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Periférico Raúl López Sánchez 6000,Fracc. El Fresno,27018,-103.40141,25.58169
71,Cinépolis Galerías Laguna,14,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Av. Periférico Raúl López Sánchez 6000,Fracc. El Fresno,27018,-103.40141,25.58169
714,Cinemex Intermall,8,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,José Vasconcelos 1955,Col. Residencial Tecnológico,27276,-103.39466,25.51548
792,Cinemex Intermall Platino ,4,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,José Vasconcelos 1955,Col. Residencial Tecnológico,27276,-103.39466,25.51548
794,Citicinemas Torreón Premiere,2,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Blvd. Gral. Pedro Verona Rodríguez Triana 1950,La Merced II,27276,-103.39679,25.50813
759,Cinema Micro 2001,1,6,Colima,2,Colima,1,Colima,Maclovio Herrera 47-A,Centro,28000,-103.72587,19.24665
73,Cinépolis Zentralia,13,6,Colima,2,Colima,1,Colima,3er. Anillo Periférico 301,Col. Las Primaveras,28050,-103.72032,19.25313
449,Cinépolis San Fernando,7,6,Colima,2,Colima,1,Colima,Av. Constitución 555,Col. Lomas de Circunvalación,28010,-103.71981,19.25295
789,Cinemas del Country,9,6,Colima,2,Colima,1,Colima,Av. Felipe Sevilla del Río 201 int. 64,Col. Vista Hermosa,28017,-103.71452,19.2547
74,Cinépolis Salagua Manzanillo,9,6,Colima,7,Manzanillo,1,Manzanillo,Paseo de las Gaviotas 450,Col. Valle de las Garzas,28219,-104.32597,19.10303
75,Cinemex Colima,9,6,Colima,10,Villa de Álvarez,1,Ciudad de Villa de Álvarez,Av. María Ahumada de Gómez 371,Col. Campestre,28970,-103.73878,19.27247
539,Cinépolis Plaza las Flores Comitán,7,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez,"Blvd. de las Federaciones Km. 1260, núm. 50 Int. 4021, Subancla 4",Col. Chichima Acapetahua,30098,-92.11382,16.21664
52,Cinépolis San Cristóbal,10,7,Chiapas,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas,Diagonal Hermanos Paniagua 50,Barrio de San Ramón,29240,-92.65164,16.73377
53,Cinépolis Tapachula,10,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,"km 2 Carr. Puerto Madero, zona C, local 7",Col. Hortalizas Japonesas,30797,-92.28155,14.87296
541,Cinemex Tapachula,7,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,"Av. De la Juventud, esq. Blvd. Díaz Ordaz 182",Col. Coapante,30740,-92.24662,14.904
54,Cinépolis Galerías Tapachula,10,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,"Carr. Tapachula - Puerto Madero, km 2.5",Col. Las Hortencias,30797,-92.28423,14.87578
558,Cinépolis Plaza las Flores Tonalá,4,7,Chiapas,97,Tonalá,1,Tonalá,Prol. Blvd. Miguel Hidalgo 312,,,-93.77083,16.09946
55,Cinépolis Plaza las Américas,10,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Av. 5ta. Norte Poniente 265,Centro,29000,-93.13991,16.76295
57,Cinépolis Polifórum,14,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Andrés Serra Rojas 250,Col. El Retiro,29040,-93.08135,16.74753
58,Cinemex Galerías Tuxtla,8,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Blvd. Dr. Belisario Domínguez 1861,Fracc. Bugambilias,29060,-93.14905,16.75225
56,Cinépolis Plaza Mirador,10,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Libramiento Norte Poniente 2851,Col. Miravalle,29039,-93.14042,16.76363
50,Cinépolis Cuauhtémoc,8,8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,José de San Martín 1720 ,Fracc. San Antonio,31530,-106.85452,28.40932
46,Cinemex Mirador,10,8,Chihuahua,19,Chihuahua,1,Chihuahua,Blvd. Ortiz Mena e Indiana 33000-D,Col. Las Águilas ,,-106.10012,28.6392
561,Cinemex Juventud,5,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. De La Juventud 401,Col. Frac. Paseos De Chihuahua,31119,-106.12962,28.70452
45,Cinemex Fuentes Mares,6,8,Chihuahua,19,Chihuahua,1,Chihuahua,Blvd. José Fuentes Mares 300,Col. Santa Rosa,31050,-106.05064,28.6217
48,Cinépolis Fashion Mall,12,8,Chihuahua,19,Chihuahua,1,Chihuahua,"Periférico de la Juventud 3501, int. A3 ",Col. Puerta de Hierro I,31207,-106.11542,28.62247
768,Cinemex Hollywood Platino Chihuahua,4,8,Chihuahua,19,Chihuahua,1,Chihuahua,Hacienda Esperanza y Periférico Juventud 7301,Col. Haciendas del Valle,31340,-106.12287,28.63149
47,Cinemex Hollywood Chihuahua,8,8,Chihuahua,19,Chihuahua,1,Chihuahua,Hacienda Esperanza y Periférico Juventud 7301,Col. Haciendas del Valle,31340,-106.12287,28.63149
44,Cinépolis VIP Fashion Mall,6,8,Chihuahua,19,Chihuahua,1,Chihuahua,Periférico de la Juventud 3501 int. A3,Col. Puerta de Hierro I,31207,-106.11542,28.62247
560,Cinépolis Sendero Jabil Chihuahua,10,8,Chihuahua,19,Chihuahua,1,Chihuahua,,Complejo Industrial Chihuahua,31136,-106.11443,28.72209
49,Cinépolis Chihuahua Av. Vallarta,14,8,Chihuahua,19,Chihuahua,1,Chihuahua,Zaragoza 1114 entre Tecnológico y Vallarta,Col. Granjas,31160,-106.10081,28.67376
562,Cinemas Delicias,4,8,Chihuahua,21,Delicias,1,Delicias,Calle Central y Avenida 4a. Sur,Sector Sur,33000,-105.47445,28.19012
51,Cinemex Delicias,8,8,Chihuahua,21,Delicias,1,Delicias,Av. del Parque Nte. 1000,Sector Oriente,33000,-105.46225,28.18623
563,Cinépolis Escala Parral,7,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Av. Tecnológico 31,Guayín,33855,-105.64976,26.93414
565,Cinemex Sanders,6,8,Chihuahua,37,Juárez,1,Juárez,Eduardo Sanders 1551,El Barreal,32040,-106.47019,31.72295
37,Cinemex Plaza El Camino Cd. Juárez,10,8,Chihuahua,37,Juárez,1,Juárez,Av. Ejército Nacional 7595,Col. El Marquéz,32530,-106.41425,31.70241
35,Cinemex Galerías TEC,14,8,Chihuahua,37,Juárez,1,Juárez,Av. Tecnológico 1770,Col. Fuentes del Valle,32500,-106.42127,31.71394
41,Cinépolis Las Misiones,16,8,Chihuahua,37,Juárez,1,Juárez,Teofilo Borunda 8681,Col. Partido Iglesias,32618,-106.40835,31.68439
42,Cinépolis Plaza Sendero Las Torres,16,8,Chihuahua,37,Juárez,1,Juárez,Av. de las Torres 2111,Col. Valle de Bravo,32000,-106.39429,31.62441
43,Cinépolis VIP Las Misiones,8,8,Chihuahua,37,Juárez,1,Juárez,Teófilo Borunda 8681,Col. Partido Iglesias,32618,-106.40835,31.68439
566,Cinépolis Las Américas Juárez,5,8,Chihuahua,37,Juárez,1,Juárez,Avenida Benjamín Franklin 3220,Las Margaritas,,-106.45194,31.74087
38,Cinemex San Lorenzo,10,8,Chihuahua,37,Juárez,1,Juárez,Paseo Triunfo de la República 5298,Col. San Lorenzo,,-106.42669,31.73417
36,Cinépolis Sendero Cd. Juárez,10,8,Chihuahua,37,Juárez,1,Juárez,Blvd. Gómez Morin 11219 ,Col. Partido Senecu,32540,-106.38129,31.69383
40,Cinépolis Gran Patio Zaragoza,12,8,Chihuahua,37,Juárez,1,Juárez,Blvd. Zaragoza 6008,Parque Industrial Zaragoza,32685,-106.43958,31.6586
570,Cine Variedades,1,8,Chihuahua,50,Nuevo Casas Grandes,1,Nuevo Casas Grandes,Minerva,Centro,31700,-107.91203,30.41696
455,Cinemex Rosario,10,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Cultura Norte 902,Centro Habitacional El Rosario,2700,-99.20049,19.5063
456,Cinépolis Town Center El Rosario,16,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. El Rosario 1025,Col. El Rosario,2100,-99.20283,19.5038
460,Xtra Cinemas Azcapotzalco,8,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,"Pabellón Ecatepec, Vía Morelos 351",Col. Industrial,55425,-99.18962,19.47382
459,Cinépolis Plaza Parque Jardín,8,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Jardín 330,Col. Del Gas,2950,-99.16063,19.46862
457,Cinépolis Vía Vallejo,10,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Calz. Vallejo 1090,Col. Nueva Industrial Vallejo,2300,-99.15304,19.48828
572,Cinemex Portal Vallejo,8,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Calzada Vallejo 304,Col. San Francisco Xocotitla,2960,-99.14478,19.4682
458,Cinépolis VIP Vía Vallejo,4,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Calz. Vallejo 1090,Col. Nueva Industrial Vallejo,2300,-99.15341,19.48821
454,Cinemex Clavería,6,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Egipto 142,Col.  Clavería,2080,-99.18215,19.46388
80,Cinépolis Azcapotzalco,6,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Azcapotzalco 527,Col. Azcapotzalco,2000,-99.18661,19.47792
580,Cinépolis Copilco,12,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Eje 10 (copilco) Av. Pedro Henríquez Ureña 426,Pueblo de los Reyes,4330,-99.15786,19.33565
465,Cinemex Tlalpan,8,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. de Tlalpan 4085,Col. Bosques de Tetlameya,4730,-99.15003,19.29964
91,Cinépolis Miramontes,15,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Canal de Miramontes 2053 ,Col. Los Girasoles III,4920,-99.12443,19.3104
89,Cinemex CNA,12,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Lateral Río Churubusco esq. Canal de Miramontes s/n,Col. Country Club,4220,-99.13514,19.35588
130,Cinemex Coapa,8,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. del Hueso 519,Col. Residencial Acoxpa,14300,-99.12282,19.30297
88,Cinépolis VIP Perisur,4,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Anillo Periférico Sur 4690,Col. Jardines del Pedregal,4500,-99.19084,19.30453
92,Cinépolis Perisur,16,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Anillo Periférico Sur 4690,Col. Jardines del Pedregal,4500,-99.19084,19.30453
466,Cinépolis VIP Oasis Coyoacán,4,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Miguel Ángel de Quevedo 227,Col. Romero de Terrenos,4310,-99.18029,19.34539
90,Cinemex Gran Sur,12,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Periférico Sur 5550,Col. Pedregal de Carrasco,4300,-99.16617,19.30454
17,Cinépolis Oasis Coyoacán,8,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Miguel Ángel de Quevedo 227,Col. Romero de Terreros,4310,-99.1803,19.34539
94,Cinépolis Paseo Arcos Bosques,7,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,Paseo de los Tamarindos 90,Col. Bosques de las Lomas,5120,-99.25172,19.38751
93,Cinépolis VIP Paseo Arcos Bosques,5,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,Paseo de los Tamarindos 90,Col. Bosques de las Lomas,5120,-99.25197,19.38641
95,Cinemex Santa Fe,15,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,Av. Vasco de Quiroga 3800,Col. Santa Fe,5349,-99.27374,19.36279
467,Cinemex Platino Santa Fe,8,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,Av. Vasco de Quiroga 3800,Col. Santa Fe,,-99.27403,19.36272
109,Cinemex Misterios,10,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,Río Consulado 1688,Col. Vallejo,7870,-99.12673,19.462
839,Cinépolis VIP Encuentro Fortuna,4,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero,Av Fortuna Eje 4 Norte 334,Col. Magdalena de las Salinas,7370,-99.13327,19.48272
